Date,Week,Exposed,Dung_160ml,FoodType,ID,Snail_No,Length,Eggs,Worms,C_Eggs,C_Worms,Infected,Alive,Dead,Last_Alive,Notes
Jan-03-2025,12,No,32,High,S6,161,,,,,,0,0,1,0,Dead Oct.25.2024
Jan-10-2025,13,No,32,High,S6,161,,,,,,0,0,1,0,Dead Oct.25.2024
Jan-17-2025,14,No,32,High,S6,161,,,,,,0,0,1,0,Dead Oct.25.2024
Jan-25-2025,15,No,32,High,S6,161,,,,,,0,0,1,0,Dead Oct.25.2024
Jan-31-2025,16,No,32,High,S6,161,,,,,,0,0,1,0,Dead Oct.25.2024
0ct-11-2024,0,No,32,High,T6,162,12.1,0,0,0,0,0,1,0,0,NA
0ct-18-2024,1,No,32,High,T6,162,12.4,0,0,0,0,0,1,0,1,NA
0ct-25-2024,2,No,32,High,T6,162,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-01-2024,3,No,32,High,T6,162,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-08-2024,4,No,32,High,T6,162,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-15-2024,5,No,32,High,T6,162,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-22-2024,6,No,32,High,T6,162,,,,,,0,0,1,0,Dead Oct.25.2024
Nov-29-2024,7,No,32,High,T6,162,,,,,,0,0,1,0,Dead Oct.25.2024
Dec-06-2024,8,No,32,High,T6,162,,,,,,0,0,1,0,Dead Oct.25.2024
Dec-13-2024,9,No,32,High,T6,162,,,,,,0,0,1,0,Dead Oct.25.2024
Dec-20-2024,10,No,32,High,T6,162,,,,,,0,0,1,0,Dead Oct.25.2024
Dec-27-2024,11,No,32,High,T6,162,,,,,,0,0,1,0,Dead Oct.25.2024
Jan-03-2025,12,No,32,High,T6,162,,,,,,0,0,1,0,Dead Oct.25.2024
Jan-10-2025,13,No,32,High,T6,162,,,,,,0,0,1,0,Dead Oct.25.2024
Jan-17-2025,14,No,32,High,T6,162,,,,,,0,0,1,0,Dead Oct.25.2024
Jan-25-2025,15,No,32,High,T6,162,,,,,,0,0,1,0,Dead Oct.25.2024
Jan-31-2025,16,No,32,High,T6,162,,,,,,0,0,1,0,Dead Oct.25.2024
0ct-11-2024,0,Yes,0,High,C1,3,12.6,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,0,High,C1,3,12.5,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,0,High,C1,3,12.6,105,0,105,0,1,1,0,0,NA
Nov-01-2024,3,Yes,0,High,C1,3,14.4,22,0,127,0,1,1,0,0,NA
Nov-08-2024,4,Yes,0,High,C1,3,14.8,35,222.1843,162,222.1843,1,1,0,0,NA
Nov-15-2024,5,Yes,0,High,C1,3,14.6,121,874.8505,283,1097.0348,1,1,0,0,NA
Nov-22-2024,6,Yes,0,High,C1,3,14.5,25,839.74,308,1936.7748,1,1,0,0,NA
Nov-29-2024,7,Yes,0,High,C1,3,14.8,0,371.29,308,2308.0648,1,1,0,0,NA
Dec-06-2024,8,Yes,0,High,C1,3,14.9,0,1061.82,308,3369.8848,1,1,0,0,NA
Dec-13-2024,9,Yes,0,High,C1,3,14.8,0,308.83,308,3678.7148,1,1,0,0,NA
Dec-20-2024,10,Yes,0,High,C1,3,15,0,333.12,308,4011.8348,1,1,0,0,NA
Dec-27-2024,11,Yes,0,High,C1,3,14.8,0,274.13,308,4285.9648,1,1,0,0,NA
Jan-03-2025,12,Yes,0,High,C1,3,15.1,0,124.92,308,4410.8848,1,1,0,0,NA
Jan-10-2025,13,Yes,0,High,C1,3,14.9,0,0,308,4410.8848,1,1,0,0,NA
Jan-17-2025,14,Yes,0,High,C1,3,15.1,0,0,308,4410.8848,1,1,0,1,NA
Jan-25-2025,15,Yes,0,High,C1,3,,,,,,1,0,1,0,Dead Jan.25.2025
Jan-31-2025,16,Yes,0,High,C1,3,,,,,,1,0,1,0,Dead Jan.25.2025
0ct-11-2024,0,Yes,0,High,D1,4,8.4,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,0,High,D1,4,9.4,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,0,High,D1,4,12.3,25,0,25,0,1,1,0,0,NA
Nov-01-2024,3,Yes,0,High,D1,4,13.3,3,0,28,0,1,1,0,0,NA
Nov-08-2024,4,Yes,0,High,D1,4,13.5,0,857.4924,28,857.4924,1,1,0,0,NA
Nov-15-2024,5,Yes,0,High,D1,4,13.8,0,708.2123,28,1565.7047,1,1,0,0,NA
Nov-22-2024,6,Yes,0,High,D1,4,14.5,0,631.54,28,2197.2447,1,1,0,0,NA
Nov-29-2024,7,Yes,0,High,D1,4,14.4,0,541.32,28,2738.5647,1,1,0,0,NA
Dec-06-2024,8,Yes,0,High,D1,4,14.8,0,3116.06,28,5854.6247,1,1,0,0,NA
Dec-13-2024,9,Yes,0,High,D1,4,15.3,0,2151.4,28,8006.0247,1,1,0,0,NA
Dec-20-2024,10,Yes,0,High,D1,4,15.7,0,2710.07,28,10716.0947,1,1,0,0,NA
Dec-27-2024,11,Yes,0,High,D1,4,15.3,0,1891.15,28,12607.2447,1,1,0,0,NA
Jan-03-2025,12,Yes,0,High,D1,4,15.6,0,2293.67,28,14900.9147,1,1,0,0,NA
Jan-10-2025,13,Yes,0,High,D1,4,15.6,0,0,28,14900.9147,1,1,0,0,NA
Jan-17-2025,14,Yes,0,High,D1,4,15.5,0,0,28,14900.9147,1,1,0,1,NA
Jan-25-2025,15,Yes,0,High,D1,4,,,,,,1,0,1,0,Dead Jan.25.2025
Jan-31-2025,16,Yes,0,High,D1,4,,,,,,1,0,1,0,Dead Jan.25.2025
0ct-11-2024,0,Yes,0,High,E1,5,8.7,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,0,High,E1,5,9.4,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,0,High,E1,5,10.5,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,0,High,E1,5,12.7,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,0,High,E1,5,13.7,51,211.7694,51,211.7694,1,1,0,0,NA
Nov-15-2024,5,Yes,0,High,E1,5,14.4,0,520.7444,51,732.5138,1,1,0,0,NA
Nov-22-2024,6,Yes,0,High,E1,5,14.2,0,791.16,51,1523.6738,1,1,0,0,NA
Nov-29-2024,7,Yes,0,High,E1,5,14.1,0,766.87,51,2290.5438,1,1,0,0,NA
Dec-06-2024,8,Yes,0,High,E1,5,15.3,0,2123.64,51,4414.1838,1,1,0,0,NA
Dec-13-2024,9,Yes,0,High,E1,5,14.4,0,2401.24,51,6815.4238,1,1,0,0,NA
Dec-20-2024,10,Yes,0,High,E1,5,14.7,0,2390.83,51,9206.2538,1,1,0,0,NA
Dec-27-2024,11,Yes,0,High,E1,5,14.8,0,3334.67,51,12540.9238,1,1,0,0,NA
Jan-03-2025,12,Yes,0,High,E1,5,16.1,0,3511.64,51,16052.5638,1,1,0,0,NA
Jan-10-2025,13,Yes,0,High,E1,5,15.9,0,3279.15,51,19331.7138,1,1,0,0,NA
Jan-17-2025,14,Yes,0,High,E1,5,15.9,0,1700.3,51,21032.0138,1,1,0,0,NA
Jan-25-2025,15,Yes,0,High,E1,5,15.7,0,4531.82,51,25563.8338,1,1,0,0,NA
Jan-31-2025,16,Yes,0,High,E1,5,15.6,0,2765.59,51,28329.4238,1,1,0,1,NA
0ct-11-2024,0,Yes,0,High,F1,6,8.5,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,0,High,F1,6,9.4,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,0,High,F1,6,11,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,0,High,F1,6,12.6,17,0,17,0,1,1,0,0,NA
Nov-08-2024,4,Yes,0,High,F1,6,13.4,18,111.0921,35,111.0921,1,1,0,0,NA
Nov-15-2024,5,Yes,0,High,F1,6,14,3,170.1098,38,281.2019,1,1,0,0,NA
Nov-22-2024,6,Yes,0,High,F1,6,15.2,20,281.07,58,562.2719,1,1,0,0,NA
Nov-29-2024,7,Yes,0,High,F1,6,14.9,0,239.43,58,801.7019,1,1,0,0,NA
Dec-06-2024,8,Yes,0,High,F1,6,15.4,0,1499.04,58,2300.7419,1,1,0,0,NA
Dec-13-2024,9,Yes,0,High,F1,6,15.6,0,735.64,58,3036.3819,1,1,0,0,NA
Dec-20-2024,10,Yes,0,High,F1,6,15.4,0,929.96,58,3966.3419,1,1,0,0,NA
Dec-27-2024,11,Yes,0,High,F1,6,16.8,0,1967.49,58,5933.8319,1,1,0,0,NA
Jan-03-2025,12,Yes,0,High,F1,6,16.9,0,2224.27,58,8158.1019,1,1,0,0,NA
Jan-10-2025,13,Yes,0,High,F1,6,16.9,0,4115.42,58,12273.5219,1,1,0,0,NA
Jan-17-2025,14,Yes,0,High,F1,6,17.6,0,648.89,58,12922.4119,1,1,0,0,NA
Jan-25-2025,15,Yes,0,High,F1,6,17.5,0,895.26,58,13817.6719,1,1,0,0,NA
Jan-31-2025,16,Yes,0,High,F1,6,17.6,0,1866.86,58,15684.5319,1,1,0,1,NA
0ct-11-2024,0,Yes,0,High,K1,11,9.9,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,0,High,K1,11,10.4,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,0,High,K1,11,11.1,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,0,High,K1,11,13.2,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,0,High,K1,11,14.1,8,145.8085,8,145.8085,1,1,0,0,NA
Nov-15-2024,5,Yes,0,High,K1,11,14.4,25,236.0708,33,381.8793,1,1,0,0,NA
Nov-22-2024,6,Yes,0,High,K1,11,15.1,61,385.17,94,767.0493,1,1,0,0,NA
Nov-29-2024,7,Yes,0,High,K1,11,15.2,24,975.07,118,1742.1193,1,1,0,0,NA
Dec-06-2024,8,Yes,0,High,K1,11,15.4,30,1131.22,148,2873.3393,1,1,0,0,NA
Dec-13-2024,9,Yes,0,High,K1,11,15.6,16,749.52,164,3622.8593,1,1,0,0,NA
Dec-20-2024,10,Yes,0,High,K1,11,16.2,29,968.13,193,4590.9893,1,1,0,0,NA
Dec-27-2024,11,Yes,0,High,K1,11,16.3,34,1290.84,227,5881.8293,1,1,0,0,NA
Jan-03-2025,12,Yes,0,High,K1,11,16.4,10,2557.39,237,8439.2193,1,1,0,0,NA
Jan-10-2025,13,Yes,0,High,K1,11,16.3,18,1693.36,255,10132.5793,1,1,0,0,NA
Jan-17-2025,14,Yes,0,High,K1,11,16.6,0,1238.79,255,11371.3693,1,1,0,0,NA
Jan-25-2025,15,Yes,0,High,K1,11,17.1,10,1224.91,265,12596.2793,1,1,0,0,NA
Jan-31-2025,16,Yes,0,High,K1,11,16.8,4,0,269,12596.2793,1,1,0,1,1714.18
0ct-11-2024,0,Yes,0,High,L1,12,13,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,0,High,L1,12,12.7,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,0,High,L1,12,13.6,58,0,58,0,1,1,0,0,NA
Nov-01-2024,3,Yes,0,High,L1,12,13.1,31,0,89,0,1,1,0,0,NA
Nov-08-2024,4,Yes,0,High,L1,12,14.4,107,0,196,0,1,1,0,0,NA
Nov-15-2024,5,Yes,0,High,L1,12,14.5,70,0,266,0,1,1,0,0,NA
Nov-22-2024,6,Yes,0,High,L1,12,14.8,98,0,364,0,1,1,0,0,NA
Nov-29-2024,7,Yes,0,High,L1,12,14.7,85,0,449,0,1,1,0,0,NA
Dec-06-2024,8,Yes,0,High,L1,12,15.3,95,0,544,0,1,1,0,0,NA
Dec-13-2024,9,Yes,0,High,L1,12,15.4,16,0,560,0,1,1,0,0,NA
Dec-20-2024,10,Yes,0,High,L1,12,15.7,5,21,565,21,1,1,0,0,NA
Dec-27-2024,11,Yes,0,High,L1,12,16.4,0,107.57,565,128.57,1,1,0,0,NA
Jan-03-2025,12,Yes,0,High,L1,12,16.2,0,70,565,198.57,1,1,0,0,NA
Jan-10-2025,13,Yes,0,High,L1,12,16.2,0,0,565,198.57,1,1,0,0,NA
Jan-17-2025,14,Yes,0,High,L1,12,16.5,0,0,565,198.57,1,1,0,1,NA
Jan-25-2025,15,Yes,0,High,L1,12,,,,,,1,0,1,0,Dead Jan.25.2025
Jan-31-2025,16,Yes,0,High,L1,12,,,,,,1,0,1,0,Dead Jan.25.2025
0ct-11-2024,0,Yes,0,High,M1,13,12.8,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,0,High,M1,13,12.7,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,0,High,M1,13,13.1,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,0,High,M1,13,14.5,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,0,High,M1,13,15.3,0,9,0,9,1,1,0,0,NA
Nov-15-2024,5,Yes,0,High,M1,13,15.8,0,135.3935,0,144.3935,1,1,0,0,NA
Nov-22-2024,6,Yes,0,High,M1,13,15.7,0,242.9,0,387.2935,1,1,0,0,NA
Nov-29-2024,7,Yes,0,High,M1,13,15.6,28,222.08,28,609.3735,1,1,0,0,NA
Dec-06-2024,8,Yes,0,High,M1,13,16.2,17,759.93,45,1369.3035,1,1,0,0,NA
Dec-13-2024,9,Yes,0,High,M1,13,16.6,13,291.48,58,1660.7835,1,1,0,0,NA
Dec-20-2024,10,Yes,0,High,M1,13,16.9,80,746.05,138,2406.8335,1,1,0,0,NA
Dec-27-2024,11,Yes,0,High,M1,13,17.1,56,1700.3,194,4107.1335,1,1,0,0,NA
Jan-03-2025,12,Yes,0,High,M1,13,16.7,25,1665.6,219,5772.7335,1,1,0,0,NA
Jan-10-2025,13,Yes,0,High,M1,13,17.6,13,1422.7,232,7195.4335,1,1,0,0,NA
Jan-17-2025,14,Yes,0,High,M1,13,17.5,38,562.14,270,7757.5735,1,1,0,0,NA
Jan-25-2025,15,Yes,0,High,M1,13,17.8,22,2012.6,292,9770.1735,1,1,0,0,NA
Jan-31-2025,16,Yes,0,High,M1,13,18,20,2099.35,312,11869.5235,1,1,0,1,NA
0ct-11-2024,0,Yes,0,High,N1,14,11.9,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,0,High,N1,14,11.8,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,0,High,N1,14,12.2,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,0,High,N1,14,13.8,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,0,High,N1,14,14.5,0,54,0,54,1,1,0,0,NA
Nov-15-2024,5,Yes,0,High,N1,14,14.8,16,229.1275,16,283.1275,1,1,0,0,NA
Nov-22-2024,6,Yes,0,High,N1,14,15,0,340.06,16,623.1875,1,1,0,0,NA
Nov-29-2024,7,Yes,0,High,N1,14,14.7,22,197.79,38,820.9775,1,1,0,0,NA
Dec-06-2024,8,Yes,0,High,N1,14,15.5,19,464.98,57,1285.9575,1,1,0,0,NA
Dec-13-2024,9,Yes,0,High,N1,14,16.1,0,458.04,57,1743.9975,1,1,0,0,NA
Dec-20-2024,10,Yes,0,High,N1,14,16,0,759.93,57,2503.9275,1,1,0,0,NA
Dec-27-2024,11,Yes,0,High,N1,14,16.1,0,926.49,57,3430.4175,1,1,0,0,NA
Jan-03-2025,12,Yes,0,High,N1,14,16.7,0,1263.08,57,4693.4975,1,1,0,0,NA
Jan-10-2025,13,Yes,0,High,N1,14,16,0,1641.31,57,6334.8075,1,1,0,0,NA
Jan-17-2025,14,Yes,0,High,N1,14,16.2,0,766.87,57,7101.6775,1,1,0,0,NA
Jan-25-2025,15,Yes,0,High,N1,14,17.1,0,947.31,57,8048.9875,1,1,0,0,NA
Jan-31-2025,16,Yes,0,High,N1,14,16.6,0,1634.37,57,9683.3575,1,1,0,1,NA
0ct-11-2024,0,Yes,6.4,High,A2,15,11.6,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,6.4,High,A2,15,12.6,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,6.4,High,A2,15,13.1,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,6.4,High,A2,15,14.1,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,6.4,High,A2,15,15.8,0,458.255,0,458.255,1,1,0,0,NA
Nov-15-2024,5,Yes,6.4,High,A2,15,16.4,21,326.3331,21,784.5881,1,1,0,0,NA
Nov-22-2024,6,Yes,6.4,High,A2,15,16.8,78,1276.96,99,2061.5481,1,1,0,0,NA
Nov-29-2024,7,Yes,6.4,High,A2,15,16.5,4,1891.15,103,3952.6981,1,1,0,0,NA
Dec-06-2024,8,Yes,6.4,High,A2,15,17.6,7,2612.91,110,6565.6081,1,1,0,0,NA
Dec-13-2024,9,Yes,6.4,High,A2,15,17.3,0,2373.48,110,8939.0881,1,1,0,0,NA
Dec-20-2024,10,Yes,6.4,High,A2,15,17.7,0,1179.8,110,10118.8881,1,1,0,0,NA
Dec-27-2024,11,Yes,6.4,High,A2,15,18.2,0,2123.64,110,12242.5281,1,1,0,0,NA
Jan-03-2025,12,Yes,6.4,High,A2,15,18.2,0,2789.88,110,15032.4081,1,1,0,0,NA
Jan-10-2025,13,Yes,6.4,High,A2,15,18.3,0,1585.79,110,16618.1981,1,1,0,0,NA
Jan-17-2025,14,Yes,6.4,High,A2,15,19.2,0,3181.99,110,19800.1881,1,1,0,0,NA
Jan-25-2025,15,Yes,6.4,High,A2,15,18.8,0,2546.98,110,22347.1681,1,1,0,0,NA
Jan-31-2025,16,Yes,6.4,High,A2,15,18.6,0,2633.73,110,24980.8981,1,1,0,1,NA
0ct-11-2024,0,Yes,6.4,High,B2,16,10.1,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,6.4,High,B2,16,10.7,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,6.4,High,B2,16,12.4,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,6.4,High,B2,16,14.1,0,0,0,0,1,1,0,0,NA
Nov-08-2024,4,Yes,6.4,High,B2,16,14.8,0,1562.233,0,1562.233,1,1,0,0,NA
Nov-15-2024,5,Yes,6.4,High,B2,16,15.2,0,1010.244,0,2572.477,1,1,0,0,NA
Nov-22-2024,6,Yes,6.4,High,B2,16,15.2,0,881.38,0,3453.857,1,1,0,0,NA
Nov-29-2024,7,Yes,6.4,High,B2,16,15.4,0,1408.82,0,4862.677,1,1,0,0,NA
Dec-06-2024,8,Yes,6.4,High,B2,16,15.8,0,3150.76,0,8013.437,1,1,0,0,NA
Dec-13-2024,9,Yes,6.4,High,B2,16,15.5,0,2404.71,0,10418.147,1,1,0,0,NA
Dec-20-2024,10,Yes,6.4,High,B2,16,16.6,0,1478.22,0,11896.367,1,1,0,0,NA
Dec-27-2024,11,Yes,6.4,High,B2,16,16.1,0,1394.94,0,13291.307,1,1,0,0,NA
Jan-03-2025,12,Yes,6.4,High,B2,16,16,0,1710.71,0,15002.017,1,1,0,0,NA
Jan-10-2025,13,Yes,6.4,High,B2,16,16.2,0,1696.83,0,16698.847,1,1,0,0,NA
Jan-17-2025,14,Yes,6.4,High,B2,16,16.6,0,2199.98,0,18898.827,1,1,0,0,NA
Jan-25-2025,15,Yes,6.4,High,B2,16,16.5,0,1981.37,0,20880.197,1,1,0,0,NA
Jan-31-2025,16,Yes,6.4,High,B2,16,16.8,0,1984.84,0,22865.037,1,1,0,1,NA
0ct-11-2024,0,Yes,6.4,High,C2,17,11.2,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,6.4,High,C2,17,11.3,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,6.4,High,C2,17,13.1,9,0,9,0,1,1,0,0,NA
Nov-01-2024,3,Yes,6.4,High,C2,17,14.1,0,0,9,0,1,1,0,0,NA
Nov-08-2024,4,Yes,6.4,High,C2,17,15.4,0,27,9,27,1,1,0,0,NA
Nov-15-2024,5,Yes,6.4,High,C2,17,16.3,10,243.014,19,270.014,1,1,0,0,NA
Nov-22-2024,6,Yes,6.4,High,C2,17,16.1,10,714.82,29,984.834,1,1,0,0,NA
Nov-29-2024,7,Yes,6.4,High,C2,17,17.1,0,1880.74,29,2865.574,1,1,0,0,NA
Dec-06-2024,8,Yes,6.4,High,C2,17,17.2,0,2297.14,29,5162.714,1,1,0,0,NA
Dec-13-2024,9,Yes,6.4,High,C2,17,17,0,2845.4,29,8008.114,1,1,0,0,NA
Dec-20-2024,10,Yes,6.4,High,C2,17,17.4,0,3473.47,29,11481.584,1,1,0,0,NA
Dec-27-2024,11,Yes,6.4,High,C2,17,17.3,0,1700.3,29,13181.884,1,1,0,0,NA
Jan-03-2025,12,Yes,6.4,High,C2,17,18,0,3751.07,29,16932.954,1,1,0,0,NA
Jan-10-2025,13,Yes,6.4,High,C2,17,18.1,1,2605.957,30,19538.911,1,1,0,0,NA
Jan-17-2025,14,Yes,6.4,High,C2,17,18.6,0,3390.19,30,22929.101,1,1,0,0,NA
Jan-25-2025,15,Yes,6.4,High,C2,17,18.8,0,3740.66,30,26669.761,1,1,0,0,NA
Jan-31-2025,16,Yes,6.4,High,C2,17,19.1,0,2970.32,30,29640.081,1,1,0,1,NA
0ct-11-2024,0,Yes,6.4,High,D2,18,12.2,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,6.4,High,D2,18,12.9,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,6.4,High,D2,18,12.9,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,6.4,High,D2,18,13.9,76,0,76,0,1,1,0,0,NA
Nov-08-2024,4,Yes,6.4,High,D2,18,14.2,121,2,197,2,1,1,0,0,NA
Nov-15-2024,5,Yes,6.4,High,D2,18,15,92,1,289,3,1,1,0,0,NA
Nov-22-2024,6,Yes,6.4,High,D2,18,15.2,123,0,412,3,1,1,0,0,NA
Nov-29-2024,7,Yes,6.4,High,D2,18,15.8,44,0,456,3,1,1,0,0,NA
Dec-06-2024,8,Yes,6.4,High,D2,18,15.7,49,0,505,3,1,1,0,0,NA
Dec-13-2024,9,Yes,6.4,High,D2,18,16,74,0,579,3,1,1,0,0,NA
Dec-20-2024,10,Yes,6.4,High,D2,18,16.4,65,0,644,3,1,1,0,0,NA
Dec-27-2024,11,Yes,6.4,High,D2,18,16.6,65,0,709,3,1,1,0,0,NA
Jan-03-2025,12,Yes,6.4,High,D2,18,16.7,112,0,821,3,1,1,0,0,NA
Jan-10-2025,13,Yes,6.4,High,D2,18,16.5,85,0,906,3,1,1,0,0,NA
Jan-17-2025,14,Yes,6.4,High,D2,18,17,73,0,979,3,1,1,0,0,NA
Jan-25-2025,15,Yes,6.4,High,D2,18,17,65,0,1044,3,1,1,0,1,NA
Jan-31-2025,16,Yes,6.4,High,D2,18,,,,,,1,0,1,0,NA
0ct-11-2024,0,Yes,6.4,High,E2,19,12.3,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,6.4,High,E2,19,12.5,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,6.4,High,E2,19,13.3,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,6.4,High,E2,19,14.4,30,0,30,0,1,1,0,0,NA
Nov-08-2024,4,Yes,6.4,High,E2,19,15.4,59,0,89,0,1,1,0,0,NA
Nov-15-2024,5,Yes,6.4,High,E2,19,16.3,0,45.13118,89,45.13118,1,1,0,0,NA
Nov-22-2024,6,Yes,6.4,High,E2,19,16.2,0,395.58,89,440.71118,1,1,0,0,NA
Nov-29-2024,7,Yes,6.4,High,E2,19,16.6,0,1245.73,89,1686.44118,1,1,0,0,NA
Dec-06-2024,8,Yes,6.4,High,E2,19,16.7,0,1880.74,89,3567.18118,1,1,0,0,NA
Dec-13-2024,9,Yes,6.4,High,E2,19,16.7,0,912.61,89,4479.79118,1,1,0,0,NA
Dec-20-2024,10,Yes,6.4,High,E2,19,16.8,0,1332.48,89,5812.27118,1,1,0,0,NA
Dec-27-2024,11,Yes,6.4,High,E2,19,16.5,0,1106.93,89,6919.20118,1,1,0,0,NA
Jan-03-2025,12,Yes,6.4,High,E2,19,16.9,0,1394.94,89,8314.14118,1,1,0,0,NA
Jan-10-2025,13,Yes,6.4,High,E2,19,17.3,0,2245.09,89,10559.23118,1,1,0,0,NA
Jan-17-2025,14,Yes,6.4,High,E2,19,17.3,0,1006.3,89,11565.53118,1,1,0,0,NA
Jan-25-2025,15,Yes,6.4,High,E2,19,16.7,0,1231.85,89,12797.38118,1,1,0,0,NA
Jan-31-2025,16,Yes,6.4,High,E2,19,16.8,0,1686.42,89,14483.80118,1,1,0,1,NA
0ct-11-2024,0,Yes,6.4,High,F2,20,12.7,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,6.4,High,F2,20,11.9,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,6.4,High,F2,20,12.8,0,0,0,0,1,1,0,0,NA
Nov-01-2024,3,Yes,6.4,High,F2,20,15.3,9,0,9,0,1,1,0,0,NA
Nov-08-2024,4,Yes,6.4,High,F2,20,15.7,0,2249.616,9,2249.616,1,1,0,0,NA
Nov-15-2024,5,Yes,6.4,High,F2,20,16.6,0,437.4253,9,2687.0413,1,1,0,0,NA
Nov-22-2024,6,Yes,6.4,High,F2,20,16.5,0,673.18,9,3360.2213,1,1,0,0,NA
Nov-29-2024,7,Yes,6.4,High,F2,20,17,0,2394.3,9,5754.5213,1,1,0,0,NA
Dec-06-2024,8,Yes,6.4,High,F2,20,16.7,0,2394.3,9,8148.8213,1,1,0,0,NA
Dec-13-2024,9,Yes,6.4,High,F2,20,16.8,0,1731.53,9,9880.3513,1,1,0,0,NA
Dec-20-2024,10,Yes,6.4,High,F2,20,16.7,0,1620.49,9,11500.8413,1,1,0,0,NA
Dec-27-2024,11,Yes,6.4,High,F2,20,16.6,0,1193.68,9,12694.5213,1,1,0,0,NA
Jan-03-2025,12,Yes,6.4,High,F2,20,18,0,2533.1,9,15227.6213,1,1,0,0,NA
Jan-10-2025,13,Yes,6.4,High,F2,20,17.1,0,3244.45,9,18472.0713,1,1,0,0,NA
Jan-17-2025,14,Yes,6.4,High,F2,20,17.4,0,3615.74,9,22087.8113,1,1,0,0,NA
Jan-25-2025,15,Yes,6.4,High,F2,20,17.2,0,2814.17,9,24901.9813,1,1,0,0,NA
Jan-31-2025,16,Yes,6.4,High,F2,20,17.3,0,2116.7,9,27018.6813,1,1,0,1,NA
0ct-11-2024,0,Yes,6.4,High,G2,21,12.8,0,0,0,0,1,1,0,0,NA
0ct-18-2024,1,Yes,6.4,High,G2,21,13.5,0,0,0,0,1,1,0,0,NA
0ct-25-2024,2,Yes,6.4,High,G2,21,12.8,91,0,91,0,1,1,0,0,NA
Nov-01-2024,3,Yes,6.4,High,G2,21,15.4,69,0,160,0,1,1,0,0,NA
Nov-08-2024,4,Yes,6.4,High,G2,21,17.1,34,59,194,59,1,1,0,0,NA
Nov-15-2024,5,Yes,6.4,High,G2,21,17.1,3,992.8859,197,1051.8859,1,1,0,0,NA
Nov-22-2024,6,Yes,6.4,High,G2,21,16.9,0,1172.86,197,2224.7459,1,1,0,0,NA
Nov-29-2024,7,Yes,6.4,High,G2,21,16.8,0,1179.8,197,3404.5459,1,1,0,0,NA
Dec-06-2024,8,Yes,6.4,High,G2,21,16.6,0,940.37,197,4344.9159,1,1,0,0,NA
Dec-13-2024,9,Yes,6.4,High,G2,21,16.6,0,1228.38,197,5573.2959,1,1,0,0,NA
Dec-20-2024,10,Yes,6.4,High,G2,21,17,0,1013.24,197,6586.5359,1,1,0,0,NA
